0.18169,0.064853,0.00103256,0.762124,8.74398,0.214457,0.00217761,0.192874,0.0420756,0,0.0771546,0.0590717,0.0738212,0.116561
0.164815,0.0423398,0.0326424,0.633212,6.71304,0.212866,0.00160607,0.264423,0.149772,0,0.0184351,0.159703,0.149974,0.0953488
0.158453,0.0510989,0.0270242,0.799994,9.63515,0.207294,0.00291063,0.0152507,0.267426,0,0.080345,0.123899,0.0142333,0.000241164
0.205093,0.0659589,0.00672624,0.650814,8.3635,0.212055,0.00212017,0.249917,0.105788,0,0.000439052,0.125207,0.0659731,0.0726115
0.200213,0.0346689,0.0319686,0.665482,5.9279,0.208703,0.00170702,0.215735,0.0364527,0,0.185865,0.110732,0.02314,0.0433285
0.168466,0.0332379,0.0272387,0.719089,8.46676,0.215861,0.00224645,0.0687546,0.0741117,0,0.15184,0.11291,0.0353104,0.10159
0.152216,0.0591534,0.0159026,0.832938,7.50127,0.212832,0.00207525,4.7178e-5,0.0172559,0,0.136225,0.190584,0.106844,0.10879
0.145945,0.066746,0.0281946,0.767898,8.53945,0.213409,0.00221568,0.135013,0.120724,0,0.0446357,0.0603742,0.192725,0.0807944
0.167462,0.0325508,0.0518501,0.68183,4.02452,0.210072,0.00112403,0.124255,0.0337199,0,0.137438,0.130789,0.0811782,0.16923
0.174852,0.0595409,0.0172279,0.737401,5.70902,0.207687,0.00163506,0.239129,0.0221394,0,0.0436753,0.0149762,0.0390411,0.240474
0.114098,0.0493805,0.0342128,0.850133,9.73966,0.213336,0.0025187,0.0254381,0.045609,0,0.136279,0.0451659,0.167443,0.128404
0.161886,0.0773079,0.0188639,0.698289,8.10699,0.208176,0.00198784,0.285066,0.196125,0,0.0242937,0.102489,0.0483839,0.0406832
0.193375,0.0369955,0.0115151,0.670102,5.6574,0.205588,0.00159698,0.267274,0.0517502,0,0.105994,0.0947919,0.0715374,0.124008
0.150903,0.0406383,0.0311666,0.783694,7.11154,0.21926,0.00201273,0.174935,0.025429,0,0.225245,0.0734691,0.0220592,0.140501
0.211937,0.0357794,0.0237097,0.552805,8.6622,0.203356,0.00233072,0.0754307,0.0274384,0,0.000466896,0.0765309,0.137226,0.132374
0.144109,0.0760994,0.0101913,0.916028,7.40911,0.210376,0.00216061,0.0578758,0.0899795,0,0.186458,0.116155,0.177375,0.0733941
0.175145,0.0447363,0.0156415,0.769843,6.63647,0.218077,0.00199537,0.0718061,0.0803028,0,0.0369738,0.198684,0.156968,0.101776
0.113793,0.0273605,0.0396272,0.972519,6.82833,0.219379,0.00193444,0.0321789,0.129032,0,0.121045,0.198353,0.104967,0.00694935
0.138929,0.0452132,0.0388556,0.795013,7.96385,0.213037,0.00233461,0.201853,0.220876,0,0.219183,0.0429638,0.0148603,0.018931
0.152015,0.0627078,0.000825743,0.829099,9.30456,0.205458,0.00259995,0.122945,0.184401,0,0.0336139,0.185064,0.0765138,0.0072991
0.172643,0.0274917,0.0431394,0.682713,3.83671,0.218807,0.00109789,0.093969,0.0545785,0,0.178255,0.0934839,0.144238,0.196024
0.116455,0.0250361,0.0510684,0.836296,6.75909,0.215543,0.00178275,0.126235,0.0526559,0,0.112381,0.195174,0.0962152,0.101847
0.167837,0.0303444,0.0399693,0.66629,6.47387,0.208966,0.00180805,0.274004,0.156739,0,0.130165,0.0176751,0.089957,0.0920392
0.194603,0.0513069,0.00876695,0.647789,6.33285,0.202012,0.00164406,0.254699,0.178226,0,0.0369707,0.0318761,0.0662998,0.0744395
0.125098,0.0529225,0.0300493,0.960936,8.97993,0.218748,0.0025257,0.253133,0.145513,0,0.173128,0.127445,0.0915923,0.00673764
0.137145,0.042086,0.0265114,0.941333,8.86132,0.219899,0.0023837,0.107913,0.0222542,0,0.0693669,0.159637,0.0822236,0.122334
0.237057,0.030818,0.0216626,0.552864,6.80195,0.211168,0.00187109,0.137162,0.126935,0,0.0198866,0.0303669,0.0901577,0.157554
0.140649,0.0564394,0.0255412,0.850014,8.88965,0.222919,0.00230126,0.084767,0.163492,0,0.00840362,0.147096,0.172797,0.0634721
0.179928,0.0482232,0.0173673,0.669214,7.12513,0.205646,0.00183265,0.139343,0.199036,0,0.0919896,0.161676,0.0586816,0.0949151
