0.18169, 0.064853, 0.00103256, 0.762124, 8.74398, 0.214457, 0.00217761, 0.192874, 0.0420756, 0, 0.0771546, 0.0590717, 0.0738212, 0.116561, 0.631, 2617.75, 1, 0.0833808, 2.70251e-09
0.164815, 0.0423398, 0.0326424, 0.633212, 6.71304, 0.212866, 0.00160607, 0.264423, 0.149772, 0, 0.0184351, 0.159703, 0.149974, 0.0953488, 0.622, 2450.76, 2, 0.0738412, 4.93196e-09
0.158453, 0.0510989, 0.0270242, 0.799994, 9.63515, 0.207294, 0.00291063, 0.0152507, 0.267426, 0, 0.080345, 0.123899, 0.0142333, 0.000241164, 0.649, 2409.06, 3, 0.0794748, 6.06676e-10
0.205093, 0.0659589, 0.00672624, 0.650814, 8.3635, 0.212055, 0.00212017, 0.249917, 0.105788, 0, 0.000439052, 0.125207, 0.0659731, 0.0726115, 0.625, 2586.4, 4, 0.0922654, 4.0927e-10
0.200213, 0.0346689, 0.0319686, 0.665482, 5.9279, 0.208703, 0.00170702, 0.215735, 0.0364527, 0, 0.185865, 0.110732, 0.02314, 0.0433285, 0.672, 2511.06, 5, 0.073841, 8.72379e-09
0.168466, 0.0332379, 0.0272387, 0.719089, 8.46676, 0.215861, 0.00224645, 0.0687546, 0.0741117, 0, 0.15184, 0.11291, 0.0353104, 0.10159, 0.635, 2354.89, 6, 0.0490247, 1.1926e-09
0.152216, 0.0591534, 0.0159026, 0.832938, 7.50127, 0.212832, 0.00207525, 4.7178e-05, 0.0172559, 0, 0.136225, 0.190584, 0.106844, 0.10879, 0.639, 2355.91, 7, 0.0399848, 4.70042e-10
0.145945, 0.066746, 0.0281946, 0.767898, 8.53945, 0.213409, 0.00221568, 0.135013, 0.120724, 0, 0.0446357, 0.0603742, 0.192725, 0.0807944, 0.622, 2439.28, 8, 0.0472383, 2.0857e-09
0.167462, 0.0325508, 0.0518501, 0.68183, 4.02452, 0.210072, 0.00112403, 0.124255, 0.0337199, 0, 0.137438, 0.130789, 0.0811782, 0.16923, 0.697, 2476.23, 9, 0.0954346, 2.07759e-09
0.174852, 0.0595409, 0.0172279, 0.737401, 5.70902, 0.207687, 0.00163506, 0.239129, 0.0221394, 0, 0.0436753, 0.0149762, 0.0390411, 0.240474, 0.648, 2391.3, 10, 0.0954888, 1.3231e-09
